"location","date","Y"
"market_010","2022-01-18",869
"market_010","2022-01-19",829
"market_010","2022-01-20",844
"market_010","2022-01-21",896
"market_010","2022-01-22",903
"market_010","2022-01-23",887
"market_010","2022-01-24",898
"market_010","2022-01-25",893
"market_010","2022-01-26",826
"market_010","2022-01-27",873
"market_010","2022-01-28",865
"market_010","2022-01-29",905
"market_010","2022-01-30",898
"market_010","2022-01-31",881
"market_010","2022-02-01",896
"market_010","2022-02-02",855
"market_010","2022-02-03",899
"market_010","2022-02-04",944
"market_010","2022-02-05",942
"market_010","2022-02-06",935
"market_010","2022-02-07",876
"market_010","2022-02-08",829
"market_010","2022-02-09",818
"market_010","2022-02-10",813
"market_010","2022-02-11",892
"market_010","2022-02-12",898
"market_010","2022-02-13",886
"market_010","2022-02-14",856
"market_010","2022-02-15",816
"market_010","2022-02-16",796
"market_010","2022-02-17",820
"market_010","2022-02-18",886
"market_010","2022-02-19",884
"market_010","2022-02-20",877
"market_010","2022-02-21",855
"market_010","2022-02-22",828
"market_010","2022-02-23",805
"market_010","2022-02-24",837
"market_010","2022-02-25",868
"market_010","2022-02-26",881
"market_010","2022-02-27",905
"market_010","2022-02-28",866
"market_010","2022-03-01",823
"market_010","2022-03-02",834
"market_010","2022-03-03",866
"market_010","2022-03-04",893
"market_010","2022-03-05",923
"market_010","2022-03-06",908
"market_010","2022-03-07",899
"market_010","2022-03-08",908
"market_010","2022-03-09",885
"market_010","2022-03-10",905
"market_010","2022-03-11",944
"market_010","2022-03-12",964
"market_010","2022-03-13",955
"market_010","2022-03-14",950
"market_010","2022-03-15",878
"market_010","2022-03-16",889
"market_010","2022-03-17",883
"market_010","2022-03-18",936
"market_010","2022-03-19",947
"market_010","2022-03-20",954
"market_010","2022-03-21",919
"market_010","2022-03-22",903
"market_010","2022-03-23",882
"market_010","2022-03-24",883
"market_010","2022-03-25",923
"market_010","2022-03-26",941
"market_010","2022-03-27",898
"market_010","2022-03-28",932
"market_010","2022-03-29",859
"market_010","2022-03-30",874
"market_010","2022-03-31",939
"market_010","2022-04-01",972
"market_010","2022-04-02",994
"market_010","2022-04-03",974
"market_010","2022-04-04",944
"market_010","2022-04-05",922
"market_010","2022-04-06",934
"market_010","2022-04-07",951
"market_010","2022-04-08",961
"market_010","2022-04-09",975
"market_010","2022-04-10",987
"market_010","2022-04-11",949
"market_010","2022-04-12",948
"market_010","2022-04-13",901
"market_010","2022-04-14",990
"market_010","2022-04-15",932
"market_010","2022-04-16",1025
"market_010","2022-04-17",973
"market_010","2022-04-18",974
"market_010","2022-04-19",894
"market_010","2022-04-20",906
"market_010","2022-04-21",935
"market_010","2022-04-22",947
"market_010","2022-04-23",971
"market_010","2022-04-24",977
"market_010","2022-04-25",934
"market_010","2022-04-26",871
"market_010","2022-04-27",866
"market_010","2022-04-28",936
"market_010","2022-04-29",982
"market_010","2022-04-30",996
"market_010","2022-05-01",938
"market_010","2022-05-02",913
"market_010","2022-05-03",869
"market_010","2022-05-04",904
"market_010","2022-05-05",899
"market_010","2022-05-06",947
"market_010","2022-05-07",976
"market_010","2022-05-08",938
"market_010","2022-05-09",886
"market_010","2022-05-10",875
"market_010","2022-05-11",847
"market_010","2022-05-12",930
"market_010","2022-05-13",874
"market_010","2022-05-14",987
"market_010","2022-05-15",959
"market_010","2022-05-16",896
"market_010","2022-05-17",878
"market_010","2022-05-18",873
"market_010","2022-05-19",929
"market_010","2022-05-20",958
"market_010","2022-05-21",950
"market_010","2022-05-22",914
"market_010","2022-05-23",887
"market_010","2022-05-24",840
"market_010","2022-05-25",827
"market_010","2022-05-26",872
"market_010","2022-05-27",936
"market_010","2022-05-28",919
"market_010","2022-05-29",934
"market_010","2022-05-30",917
"market_010","2022-05-31",875
"market_010","2022-06-01",860
"market_010","2022-06-02",875
"market_010","2022-06-03",923
"market_010","2022-06-04",923
"market_010","2022-06-05",912
"market_010","2022-06-06",877
"market_010","2022-06-07",855
"market_010","2022-06-08",859
"market_010","2022-06-09",885
"market_010","2022-06-10",901
"market_010","2022-06-11",911
"market_010","2022-06-12",897
"market_010","2022-06-13",893
"market_010","2022-06-14",863
"market_010","2022-06-15",836
"market_010","2022-06-16",841
"market_010","2022-06-17",904
"market_010","2022-06-18",916
"market_010","2022-06-19",900
"market_010","2022-06-20",906
"market_010","2022-06-21",862
"market_010","2022-06-22",840
"market_010","2022-06-23",887
"market_010","2022-06-24",925
"market_010","2022-06-25",932
"market_010","2022-06-26",898
"market_010","2022-06-27",918
"market_010","2022-06-28",843
"market_010","2022-06-29",896
"market_010","2022-06-30",887
"market_010","2022-07-01",967
"market_010","2022-07-02",954
"market_010","2022-07-03",946
"market_010","2022-07-04",928
"market_010","2022-07-05",913
"market_010","2022-07-06",859
"market_010","2022-07-07",914
"market_010","2022-07-08",953
"market_010","2022-07-09",957
"market_010","2022-07-10",951
"market_010","2022-07-11",909
"market_010","2022-07-12",866
"market_010","2022-07-13",918
"market_010","2022-07-14",851
"market_010","2022-07-15",935
"market_010","2022-07-16",919
"market_010","2022-07-17",897
"market_010","2022-07-18",919
"market_010","2022-07-19",923
"market_010","2022-07-20",869
"market_010","2022-07-21",851
"market_010","2022-07-22",911
"market_010","2022-07-23",947
"market_010","2022-07-24",920
"market_010","2022-07-25",920
"market_010","2022-07-26",912
"market_010","2022-07-27",827
"market_010","2022-07-28",886
"market_010","2022-07-29",887
"market_010","2022-07-30",940
"market_010","2022-07-31",938
"market_010","2022-08-01",904
"market_010","2022-08-02",895
"market_010","2022-08-03",924
"market_010","2022-08-04",935
"market_010","2022-08-05",941
"market_010","2022-08-06",994
"market_010","2022-08-07",953
"market_010","2022-08-08",940
"market_011","2022-01-01",280
"market_011","2022-01-02",269
"market_011","2022-01-03",244
"market_011","2022-01-04",250
"market_011","2022-01-05",242
"market_011","2022-01-06",267
"market_011","2022-01-07",270
"market_011","2022-01-08",277
"market_011","2022-01-09",276
"market_011","2022-01-10",297
"market_011","2022-01-11",279
"market_011","2022-01-12",262
"market_011","2022-01-13",283
"market_011","2022-01-14",275
"market_011","2022-01-15",290
"market_011","2022-01-16",320
"market_011","2022-01-17",256
"market_011","2022-01-18",258
"market_011","2022-01-19",216
"market_011","2022-01-20",263
"market_011","2022-01-21",234
"market_011","2022-01-22",227
"market_011","2022-01-23",265
"market_011","2022-01-24",238
"market_011","2022-01-25",216
"market_011","2022-01-26",226
"market_011","2022-01-27",276
"market_011","2022-01-28",264
"market_011","2022-01-29",275
"market_011","2022-01-30",285
"market_011","2022-01-31",268
"market_011","2022-02-01",203
"market_011","2022-02-02",265
"market_011","2022-02-03",246
"market_011","2022-02-04",267
"market_011","2022-02-05",255
"market_011","2022-02-06",287
"market_011","2022-02-07",310
"market_011","2022-02-08",259
"market_011","2022-02-09",283
"market_011","2022-02-10",250
"market_011","2022-02-11",252
"market_011","2022-02-12",283
"market_011","2022-02-13",240
"market_011","2022-02-14",222
"market_011","2022-02-15",184
"market_011","2022-02-16",190
"market_011","2022-02-17",233
"market_011","2022-02-18",249
"market_011","2022-02-19",248
"market_011","2022-02-20",218
"market_011","2022-02-21",219
"market_011","2022-02-22",224
"market_011","2022-02-23",255
"market_011","2022-02-24",252
"market_011","2022-02-25",243
"market_011","2022-02-26",239
"market_011","2022-02-27",265
"market_011","2022-02-28",218
"market_011","2022-03-01",233
"market_011","2022-03-02",238
"market_011","2022-03-03",275
"market_011","2022-03-04",283
"market_011","2022-03-05",285
"market_011","2022-03-06",274
"market_011","2022-03-07",267
"market_011","2022-03-08",280
"market_011","2022-03-09",247
"market_011","2022-03-10",276
"market_011","2022-03-11",317
"market_011","2022-03-12",281
"market_011","2022-03-13",265
"market_011","2022-03-14",284
"market_011","2022-03-15",276
"market_011","2022-03-16",295
"market_011","2022-03-17",255
"market_011","2022-03-18",273
"market_011","2022-03-19",310
"market_011","2022-03-20",276
"market_011","2022-03-21",272
"market_011","2022-03-22",271
"market_011","2022-03-23",284
"market_011","2022-03-24",284
"market_011","2022-03-25",276
"market_011","2022-03-26",256
"market_011","2022-03-27",279
"market_011","2022-03-28",285
"market_011","2022-03-29",287
"market_011","2022-03-30",280
"market_011","2022-03-31",252
"market_011","2022-04-01",300
"market_011","2022-04-02",283
"market_011","2022-04-03",298
"market_011","2022-04-04",286
"market_011","2022-04-05",325
"market_011","2022-04-06",287
"market_011","2022-04-07",327
"market_011","2022-04-08",267
"market_011","2022-04-09",291
"market_011","2022-04-10",319
"market_011","2022-04-11",291
"market_011","2022-04-12",331
"market_011","2022-04-13",276
"market_011","2022-04-14",261
"market_011","2022-04-15",304
"market_011","2022-04-16",303
"market_011","2022-04-17",302
"market_011","2022-04-18",278
"market_011","2022-04-19",271
"market_011","2022-04-20",266
"market_011","2022-04-21",278
"market_011","2022-04-22",274
"market_011","2022-04-23",319
"market_011","2022-04-24",279
"market_011","2022-04-25",303
"market_011","2022-04-26",244
"market_011","2022-04-27",283
"market_011","2022-04-28",275
"market_011","2022-04-29",295
"market_011","2022-04-30",315
"market_011","2022-05-01",279
"market_011","2022-05-02",287
"market_011","2022-05-03",277
"market_011","2022-05-04",254
"market_011","2022-05-05",292
"market_011","2022-05-06",250
"market_011","2022-05-07",324
"market_011","2022-05-08",309
"market_011","2022-05-09",271
"market_011","2022-05-10",259
"market_011","2022-05-11",273
"market_011","2022-05-12",261
"market_011","2022-05-13",275
"market_011","2022-05-14",292
"market_011","2022-05-15",288
"market_011","2022-05-16",305
"market_011","2022-05-17",258
"market_011","2022-05-18",249
"market_011","2022-05-19",247
"market_011","2022-05-20",265
"market_011","2022-05-21",262
"market_011","2022-05-22",290
"market_011","2022-05-23",266
"market_011","2022-05-24",251
"market_011","2022-05-25",250
"market_011","2022-05-26",244
"market_011","2022-05-27",312
"market_011","2022-05-28",290
"market_011","2022-05-29",292
"market_011","2022-05-30",270
"market_011","2022-05-31",263
"market_011","2022-06-01",267
"market_011","2022-06-02",276
"market_011","2022-06-03",293
"market_011","2022-06-04",277
"market_011","2022-06-05",303
"market_011","2022-06-06",246
"market_011","2022-06-07",295
"market_011","2022-06-08",257
"market_011","2022-06-09",274
"market_011","2022-06-10",278
"market_011","2022-06-11",265
"market_011","2022-06-12",269
"market_011","2022-06-13",294
"market_011","2022-06-14",296
"market_011","2022-06-15",241
"market_011","2022-06-16",267
"market_011","2022-06-17",261
"market_011","2022-06-18",277
"market_011","2022-06-19",281
"market_011","2022-06-20",254
"market_011","2022-06-21",262
"market_011","2022-06-22",278
"market_011","2022-06-23",241
"market_011","2022-06-24",266
"market_011","2022-06-25",285
"market_011","2022-06-26",279
"market_011","2022-06-27",269
"market_011","2022-06-28",269
"market_011","2022-06-29",260
"market_011","2022-06-30",275
"market_011","2022-07-01",280
"market_011","2022-07-02",308
"market_011","2022-07-03",305
"market_011","2022-07-04",284
"market_011","2022-07-05",296
"market_011","2022-07-06",278
"market_011","2022-07-07",295
"market_011","2022-07-08",296
"market_011","2022-07-09",281
"market_011","2022-07-10",304
"market_011","2022-07-11",247
"market_011","2022-07-12",255
"market_011","2022-07-13",275
"market_011","2022-07-14",287
"market_011","2022-07-15",250
"market_011","2022-07-16",304
"market_011","2022-07-17",257
"market_011","2022-07-18",267
"market_011","2022-07-19",244
"market_011","2022-07-20",253
"market_011","2022-07-21",264
"market_011","2022-07-22",284
"market_011","2022-07-23",282
"market_011","2022-07-24",282
"market_011","2022-07-25",275
"market_011","2022-07-26",241
"market_011","2022-07-27",241
"market_011","2022-07-28",284
"market_011","2022-07-29",217
"market_011","2022-07-30",290
"market_011","2022-07-31",300
"market_011","2022-08-01",300
"market_011","2022-08-02",262
"market_011","2022-08-03",286
"market_011","2022-08-04",283
"market_011","2022-08-05",279
"market_011","2022-08-06",314
"market_011","2022-08-07",308
"market_011","2022-08-08",281
"market_012","2022-01-01",681
"market_012","2022-01-02",679
"market_012","2022-01-03",686
"market_012","2022-01-04",672
"market_012","2022-01-05",653
"market_012","2022-01-06",694
"market_012","2022-01-07",716
"market_012","2022-01-08",746
"market_012","2022-01-09",728
"market_012","2022-01-10",700
"market_012","2022-01-11",723
"market_012","2022-01-12",739
"market_012","2022-01-13",756
"market_012","2022-01-14",721
"market_012","2022-01-15",741
"market_012","2022-01-16",757
"market_012","2022-01-17",726
"market_012","2022-01-18",690
"market_012","2022-01-19",641
"market_012","2022-01-20",670
"market_012","2022-01-21",681
"market_012","2022-01-22",657
"market_012","2022-01-23",690
"market_012","2022-01-24",673
"market_012","2022-01-25",680
"market_012","2022-01-26",705
"market_012","2022-01-27",708
"market_012","2022-01-28",685
"market_012","2022-01-29",732
"market_012","2022-01-30",704
"market_012","2022-01-31",698
"market_012","2022-02-01",706
"market_012","2022-02-02",717
"market_012","2022-02-03",720
"market_012","2022-02-04",743
"market_012","2022-02-05",749
"market_012","2022-02-06",749
"market_012","2022-02-07",702
"market_012","2022-02-08",695
"market_012","2022-02-09",651
"market_012","2022-02-10",713
"market_012","2022-02-11",703
"market_012","2022-02-12",697
"market_012","2022-02-13",651
"market_012","2022-02-14",650
"market_012","2022-02-15",638
"market_012","2022-02-16",655
"market_012","2022-02-17",659
"market_012","2022-02-18",629
"market_012","2022-02-19",681
"market_012","2022-02-20",658
"market_012","2022-02-21",621
"market_012","2022-02-22",670
"market_012","2022-02-23",669
"market_012","2022-02-24",664
"market_012","2022-02-25",719
"market_012","2022-02-26",708
"market_012","2022-02-27",684
"market_012","2022-02-28",688
"market_012","2022-03-01",653
"market_012","2022-03-02",665
"market_012","2022-03-03",662
"market_012","2022-03-04",682
"market_012","2022-03-05",743
"market_012","2022-03-06",710
"market_012","2022-03-07",719
"market_012","2022-03-08",733
"market_012","2022-03-09",683
"market_012","2022-03-10",733
"market_012","2022-03-11",801
"market_012","2022-03-12",772
"market_012","2022-03-13",735
"market_012","2022-03-14",754
"market_012","2022-03-15",729
"market_012","2022-03-16",702
"market_012","2022-03-17",717
"market_012","2022-03-18",750
"market_012","2022-03-19",778
"market_012","2022-03-20",732
"market_012","2022-03-21",732
"market_012","2022-03-22",685
"market_012","2022-03-23",753
"market_012","2022-03-24",742
"market_012","2022-03-25",733
"market_012","2022-03-26",741
"market_012","2022-03-27",726
"market_012","2022-03-28",717
"market_012","2022-03-29",726
"market_012","2022-03-30",694
"market_012","2022-03-31",767
"market_012","2022-04-01",805
"market_012","2022-04-02",802
"market_012","2022-04-03",793
"market_012","2022-04-04",823
"market_012","2022-04-05",785
"market_012","2022-04-06",812
"market_012","2022-04-07",790
"market_012","2022-04-08",817
"market_012","2022-04-09",784
"market_012","2022-04-10",819
"market_012","2022-04-11",813
"market_012","2022-04-12",803
"market_012","2022-04-13",807
"market_012","2022-04-14",824
"market_012","2022-04-15",829
"market_012","2022-04-16",842
"market_012","2022-04-17",793
"market_012","2022-04-18",799
"market_012","2022-04-19",795
"market_012","2022-04-20",734
"market_012","2022-04-21",798
"market_012","2022-04-22",772
"market_012","2022-04-23",770
"market_012","2022-04-24",786
"market_012","2022-04-25",726
"market_012","2022-04-26",726
"market_012","2022-04-27",749
"market_012","2022-04-28",777
"market_012","2022-04-29",805
"market_012","2022-04-30",802
"market_012","2022-05-01",751
"market_012","2022-05-02",736
"market_012","2022-05-03",751
"market_012","2022-05-04",731
"market_012","2022-05-05",769
"market_012","2022-05-06",770
"market_012","2022-05-07",754
"market_012","2022-05-08",741
"market_012","2022-05-09",743
"market_012","2022-05-10",695
"market_012","2022-05-11",688
"market_012","2022-05-12",729
"market_012","2022-05-13",737
"market_012","2022-05-14",739
"market_012","2022-05-15",761
"market_012","2022-05-16",735
"market_012","2022-05-17",700
"market_012","2022-05-18",727
"market_012","2022-05-19",710
"market_012","2022-05-20",730
"market_012","2022-05-21",756
"market_012","2022-05-22",723
"market_012","2022-05-23",678
"market_012","2022-05-24",689
"market_012","2022-05-25",656
"market_012","2022-05-26",701
"market_012","2022-05-27",712
"market_012","2022-05-28",789
"market_012","2022-05-29",748
"market_012","2022-05-30",726
"market_012","2022-05-31",711
"market_012","2022-06-01",683
"market_012","2022-06-02",671
"market_012","2022-06-03",770
"market_012","2022-06-04",737
"market_012","2022-06-05",717
"market_012","2022-06-06",710
"market_012","2022-06-07",720
"market_012","2022-06-08",707
"market_012","2022-06-09",742
"market_012","2022-06-10",737
"market_012","2022-06-11",728
"market_012","2022-06-12",722
"market_012","2022-06-13",678
"market_012","2022-06-14",700
"market_012","2022-06-15",699
"market_012","2022-06-16",695
"market_012","2022-06-17",738
"market_012","2022-06-18",749
"market_012","2022-06-19",775
"market_012","2022-06-20",719
"market_012","2022-06-21",702
"market_012","2022-06-22",665
"market_012","2022-06-23",708
"market_012","2022-06-24",766
"market_012","2022-06-25",740
"market_012","2022-06-26",758
"market_012","2022-06-27",718
"market_012","2022-06-28",720
"market_012","2022-06-29",762
"market_012","2022-06-30",734
"market_012","2022-07-01",722
"market_012","2022-07-02",754
"market_012","2022-07-03",751
"market_012","2022-07-04",758
"market_012","2022-07-05",722
"market_012","2022-07-06",746
"market_012","2022-07-07",787
"market_012","2022-07-08",750
"market_012","2022-07-09",743
"market_012","2022-07-10",756
"market_012","2022-07-11",758
"market_012","2022-07-12",735
"market_012","2022-07-13",712
"market_012","2022-07-14",736
"market_012","2022-07-15",728
"market_012","2022-07-16",777
"market_012","2022-07-17",716
"market_012","2022-07-18",750
"market_012","2022-07-19",745
"market_012","2022-07-20",723
"market_012","2022-07-21",688
"market_012","2022-07-22",730
"market_012","2022-07-23",738
"market_012","2022-07-24",750
"market_012","2022-07-25",720
"market_012","2022-07-26",726
"market_012","2022-07-27",704
"market_012","2022-07-28",698
"market_012","2022-07-29",746
"market_012","2022-07-30",720
"market_012","2022-07-31",768
"market_012","2022-08-01",748
"market_012","2022-08-02",737
"market_012","2022-08-03",748
"market_012","2022-08-04",735
"market_012","2022-08-05",739
"market_012","2022-08-06",807
"market_012","2022-08-07",766
"market_012","2022-08-08",746
"market_013","2022-01-01",126
"market_013","2022-01-02",139
"market_013","2022-01-03",139
"market_013","2022-01-04",94
"market_013","2022-01-05",133
"market_013","2022-01-06",99
"market_013","2022-01-07",178
"market_013","2022-01-08",122
"market_013","2022-01-09",174
"market_013","2022-01-10",135
"market_013","2022-01-11",153
"market_013","2022-01-12",133
"market_013","2022-01-13",147
"market_013","2022-01-14",158
"market_013","2022-01-15",175
"market_013","2022-01-16",137
"market_013","2022-01-17",117
"market_013","2022-01-18",113
"market_013","2022-01-19",130
"market_013","2022-01-20",138
"market_013","2022-01-21",130
"market_013","2022-01-22",133
"market_013","2022-01-23",126
"market_013","2022-01-24",124
"market_013","2022-01-25",175
"market_013","2022-01-26",135
"market_013","2022-01-27",157
"market_013","2022-01-28",181
"market_013","2022-01-29",114
"market_013","2022-01-30",134
"market_013","2022-01-31",136
"market_013","2022-02-01",157
"market_013","2022-02-02",132
"market_013","2022-02-03",145
"market_013","2022-02-04",147
"market_013","2022-02-05",149
"market_013","2022-02-06",128
"market_013","2022-02-07",181
"market_013","2022-02-08",105
"market_013","2022-02-09",120
"market_013","2022-02-10",135
"market_013","2022-02-11",137
"market_013","2022-02-12",112
"market_013","2022-02-13",128
"market_013","2022-02-14",98
"market_013","2022-02-15",138
"market_013","2022-02-16",102
"market_013","2022-02-17",104
"market_013","2022-02-18",126
"market_013","2022-02-19",106
"market_013","2022-02-20",133
"market_013","2022-02-21",114
"market_013","2022-02-22",115
"market_013","2022-02-23",99
"market_013","2022-02-24",85
"market_013","2022-02-25",154
"market_013","2022-02-26",170
"market_013","2022-02-27",161
"market_013","2022-02-28",127
"market_013","2022-03-01",130
"market_013","2022-03-02",133
"market_013","2022-03-03",123
"market_013","2022-03-04",143
"market_013","2022-03-05",156
"market_013","2022-03-06",156
"market_013","2022-03-07",161
"market_013","2022-03-08",131
"market_013","2022-03-09",147
"market_013","2022-03-10",144
"market_013","2022-03-11",127
"market_013","2022-03-12",133
"market_013","2022-03-13",143
"market_013","2022-03-14",152
"market_013","2022-03-15",164
"market_013","2022-03-16",154
"market_013","2022-03-17",120
"market_013","2022-03-18",158
"market_013","2022-03-19",133
"market_013","2022-03-20",163
"market_013","2022-03-21",123
"market_013","2022-03-22",119
"market_013","2022-03-23",143
"market_013","2022-03-24",129
"market_013","2022-03-25",166
"market_013","2022-03-26",127
"market_013","2022-03-27",156
"market_013","2022-03-28",162
"market_013","2022-03-29",136
"market_013","2022-03-30",153
"market_013","2022-03-31",138
"market_013","2022-04-01",136
"market_013","2022-04-02",116
"market_013","2022-04-03",143
"market_013","2022-04-04",168
"market_013","2022-04-05",158
"market_013","2022-04-06",135
"market_013","2022-04-07",152
"market_013","2022-04-08",109
"market_013","2022-04-09",169
"market_013","2022-04-10",140
"market_013","2022-04-11",154
"market_013","2022-04-12",164
"market_013","2022-04-13",138
"market_013","2022-04-14",186
"market_013","2022-04-15",166
"market_013","2022-04-16",170
"market_013","2022-04-17",175
"market_013","2022-04-18",173
"market_013","2022-04-19",164
"market_013","2022-04-20",196
"market_013","2022-04-21",145
"market_013","2022-04-22",187
"market_013","2022-04-23",135
"market_013","2022-04-24",148
"market_013","2022-04-25",142
"market_013","2022-04-26",131
"market_013","2022-04-27",148
"market_013","2022-04-28",167
"market_013","2022-04-29",140
"market_013","2022-04-30",164
"market_013","2022-05-01",165
"market_013","2022-05-02",150
"market_013","2022-05-03",132
"market_013","2022-05-04",124
"market_013","2022-05-05",131
"market_013","2022-05-06",158
"market_013","2022-05-07",182
"market_013","2022-05-08",133
"market_013","2022-05-09",165
"market_013","2022-05-10",118
"market_013","2022-05-11",127
"market_013","2022-05-12",137
"market_013","2022-05-13",133
"market_013","2022-05-14",149
"market_013","2022-05-15",163
"market_013","2022-05-16",161
"market_013","2022-05-17",153
"market_013","2022-05-18",114
"market_013","2022-05-19",131
"market_013","2022-05-20",138
"market_013","2022-05-21",158
"market_013","2022-05-22",114
"market_013","2022-05-23",126
"market_013","2022-05-24",148
"market_013","2022-05-25",152
"market_013","2022-05-26",145
"market_013","2022-05-27",172
"market_013","2022-05-28",99
"market_013","2022-05-29",149
"market_013","2022-05-30",138
"market_013","2022-05-31",120
"market_013","2022-06-01",124
"market_013","2022-06-02",144
"market_013","2022-06-03",164
"market_013","2022-06-04",148
"market_013","2022-06-05",152
"market_013","2022-06-06",121
"market_013","2022-06-07",126
"market_013","2022-06-08",131
"market_013","2022-06-09",140
"market_013","2022-06-10",150
"market_013","2022-06-11",136
"market_013","2022-06-12",152
"market_013","2022-06-13",140
"market_013","2022-06-14",109
"market_013","2022-06-15",143
"market_013","2022-06-16",105
"market_013","2022-06-17",128
"market_013","2022-06-18",146
"market_013","2022-06-19",119
"market_013","2022-06-20",137
"market_013","2022-06-21",136
"market_013","2022-06-22",131
"market_013","2022-06-23",123
"market_013","2022-06-24",155
"market_013","2022-06-25",159
"market_013","2022-06-26",135
"market_013","2022-06-27",149
"market_013","2022-06-28",126
"market_013","2022-06-29",141
"market_013","2022-06-30",158
"market_013","2022-07-01",150
"market_013","2022-07-02",152
"market_013","2022-07-03",174
"market_013","2022-07-04",134
"market_013","2022-07-05",156
"market_013","2022-07-06",148
"market_013","2022-07-07",134
"market_013","2022-07-08",147
"market_013","2022-07-09",140
"market_013","2022-07-10",158
"market_013","2022-07-11",150
"market_013","2022-07-12",108
"market_013","2022-07-13",167
"market_013","2022-07-14",98
"market_013","2022-07-15",154
"market_013","2022-07-16",130
"market_013","2022-07-17",164
"market_013","2022-07-18",153
"market_013","2022-07-19",169
"market_013","2022-07-20",134
"market_013","2022-07-21",96
"market_013","2022-07-22",142
"market_013","2022-07-23",155
"market_013","2022-07-24",171
"market_013","2022-07-25",122
"market_013","2022-07-26",135
"market_013","2022-07-27",128
"market_013","2022-07-28",164
"market_013","2022-07-29",111
"market_013","2022-07-30",159
"market_013","2022-07-31",166
"market_013","2022-08-01",141
"market_013","2022-08-02",157
"market_013","2022-08-03",152
"market_013","2022-08-04",132
"market_013","2022-08-05",136
"market_013","2022-08-06",118
"market_013","2022-08-07",182
"market_013","2022-08-08",171
"market_014","2022-01-01",288
"market_014","2022-01-02",263
"market_014","2022-01-03",249
"market_014","2022-01-04",226
"market_014","2022-01-05",246
"market_014","2022-01-06",246
"market_014","2022-01-07",251
"market_014","2022-01-08",286
"market_014","2022-01-09",276
"market_014","2022-01-10",285
"market_014","2022-01-11",259
"market_014","2022-01-12",314
"market_014","2022-01-13",323
"market_014","2022-01-14",309
"market_014","2022-01-15",283
"market_014","2022-01-16",295
"market_014","2022-01-17",248
"market_014","2022-01-18",232
"market_014","2022-01-19",237
"market_014","2022-01-20",284
"market_014","2022-01-21",256
"market_014","2022-01-22",276
"market_014","2022-01-23",256
"market_014","2022-01-24",247
"market_014","2022-01-25",257
"market_014","2022-01-26",249
"market_014","2022-01-27",284
"market_014","2022-01-28",238
"market_014","2022-01-29",272
"market_014","2022-01-30",268
"market_014","2022-01-31",263
"market_014","2022-02-01",251
"market_014","2022-02-02",279
"market_014","2022-02-03",244
"market_014","2022-02-04",296
"market_014","2022-02-05",244
"market_014","2022-02-06",308
"market_014","2022-02-07",283
"market_014","2022-02-08",256
"market_014","2022-02-09",210
"market_014","2022-02-10",257
"market_014","2022-02-11",251
"market_014","2022-02-12",291
"market_014","2022-02-13",235
"market_014","2022-02-14",222
"market_014","2022-02-15",239
"market_014","2022-02-16",237
"market_014","2022-02-17",234
"market_014","2022-02-18",247
"market_014","2022-02-19",252
"market_014","2022-02-20",245
"market_014","2022-02-21",232
"market_014","2022-02-22",239
"market_014","2022-02-23",260
"market_014","2022-02-24",283
"market_014","2022-02-25",277
"market_014","2022-02-26",268
"market_014","2022-02-27",246
"market_014","2022-02-28",270
"market_014","2022-03-01",275
"market_014","2022-03-02",245
"market_014","2022-03-03",253
"market_014","2022-03-04",291
"market_014","2022-03-05",283
"market_014","2022-03-06",318
"market_014","2022-03-07",274
"market_014","2022-03-08",241
"market_014","2022-03-09",291
"market_014","2022-03-10",287
"market_014","2022-03-11",286
"market_014","2022-03-12",269
"market_014","2022-03-13",304
"market_014","2022-03-14",292
"market_014","2022-03-15",275
"market_014","2022-03-16",293
"market_014","2022-03-17",251
"market_014","2022-03-18",283
"market_014","2022-03-19",279
"market_014","2022-03-20",287
"market_014","2022-03-21",273
"market_014","2022-03-22",260
"market_014","2022-03-23",233
"market_014","2022-03-24",266
"market_014","2022-03-25",300
"market_014","2022-03-26",240
"market_014","2022-03-27",267
"market_014","2022-03-28",279
"market_014","2022-03-29",244
"market_014","2022-03-30",248
"market_014","2022-03-31",258
"market_014","2022-04-01",277
"market_014","2022-04-02",303
"market_014","2022-04-03",335
"market_014","2022-04-04",308
"market_014","2022-04-05",275
"market_014","2022-04-06",276
"market_014","2022-04-07",270
"market_014","2022-04-08",281
"market_014","2022-04-09",287
"market_014","2022-04-10",325
"market_014","2022-04-11",307
"market_014","2022-04-12",259
"market_014","2022-04-13",299
"market_014","2022-04-14",317
"market_014","2022-04-15",294
"market_014","2022-04-16",326
"market_014","2022-04-17",303
"market_014","2022-04-18",299
"market_014","2022-04-19",273
"market_014","2022-04-20",302
"market_014","2022-04-21",281
"market_014","2022-04-22",283
"market_014","2022-04-23",299
"market_014","2022-04-24",285
"market_014","2022-04-25",271
"market_014","2022-04-26",281
"market_014","2022-04-27",262
"market_014","2022-04-28",273
"market_014","2022-04-29",277
"market_014","2022-04-30",269
"market_014","2022-05-01",319
"market_014","2022-05-02",268
"market_014","2022-05-03",269
"market_014","2022-05-04",274
"market_014","2022-05-05",268
"market_014","2022-05-06",252
"market_014","2022-05-07",300
"market_014","2022-05-08",295
"market_014","2022-05-09",270
"market_014","2022-05-10",258
"market_014","2022-05-11",253
"market_014","2022-05-12",306
"market_014","2022-05-13",272
"market_014","2022-05-14",284
"market_014","2022-05-15",288
"market_014","2022-05-16",269
